"","Location","Peak_period","Gender","Hour","Month","Speed","inv speed","Density","Flow","log Flow","LOS","flow_1","flow_2","new_flow"
"1",1,2,1,2,1,80.5996440424632,0.000153933715611779,3.51331816515228,0.0351910467838081,-1.45356781456094,"A",57.5484327468263,49.6774488413482,53.6129407940873
"2",3,1,1,1,3,80.5996440424632,0.000153933715611779,3.51331816515228,0.0351910467838081,-1.45356781456094,"A",57.5484327468263,49.6774488413482,53.6129407940873
"3",2,1,1,2,3,80.9835723877909,0.000152477631989581,3.52410023977076,0.0361407936631082,-1.442002314428,"A",57.5116400625565,49.6152210250775,53.563430543817
"4",1,1,1,1,3,53.5838518329955,0.000348282891494628,4.77100387652734,0.0654175713895668,-1.18430558298218,"A",52.735163013549,33.5584211205745,43.1467920670617
"5",4,1,2,1,2,74.6863024344192,0.000179274319276696,3.16997598854183,0.0885595506443906,-1.05276459575576,"A",57.7427419870619,50.9720589617224,54.3574004743921
"6",4,1,2,1,2,66.0223205919954,0.000229413214276574,4.00026725037521,0.167373186997484,-0.776314114274201,"A",56.7644591363108,45.5570037197553,51.160731428033
"7",2,1,1,3,1,103.349421780777,9.36232898087219e-05,0.994454324011857,0.224663710215872,-0.64846707322313,"A",50.2800912825716,28.2139948487788,39.2470430656752
"8",2,1,1,1,2,51.73572453075,0.000373610375907058,6.83723940361551,0.241067135841071,-0.617861992010417,"A",51.8724493595235,-31.7275437134009,10.0724528230613
"9",2,1,1,1,3,78.2828297223066,0.000163180014810489,2.80446159110001,0.258485432727717,-0.587563927093188,"A",57.7078868845895,50.8863722713425,54.297129577966
"10",1,2,1,3,3,99.0161904341607,0.000101997041193782,0.465993127048149,0.298177309165922,-0.525525408766916,"A",52.4625497789845,14.6122111796895,33.537380479337
"11",3,1,1,2,2,99.0161904341607,0.000101997041193782,0.465993127048149,0.298177309165922,-0.525525408766916,"A",52.4625497789845,14.6122111796895,33.537380479337
"12",1,2,1,3,2,51.0131209800051,0.000384269761732536,6.88213816309754,0.312979909085378,-0.504483539940458,"A",51.5165587684014,-33.6817390185088,8.91740987494628
"13",3,1,1,1,2,51.0131209800051,0.000384269761732536,6.88213816309754,0.312979909085378,-0.504483539940458,"A",51.5165587684014,-33.6817390185088,8.91740987494628
"14",4,1,2,3,3,37.9875413146299,0.000692975098961552,6.22976915654035,0.318015306103042,-0.497551976883117,"A",43.3105298469303,-7.52678052155875,17.8918746626858
"15",1,2,2,2,3,69.3579301927453,0.000207877627436169,4.12327662228521,0.324896790991978,-0.488254578163663,"A",57.3188290867556,44.0922053045312,50.7055171956434
"16",2,1,2,3,3,69.3579301927453,0.000207877627436169,4.12327662228521,0.324896790991978,-0.488254578163663,"A",57.3188290867556,44.0922053045312,50.7055171956434
"17",3,1,2,2,1,69.3579301927453,0.000207877627436169,4.12327662228521,0.324896790991978,-0.488254578163663,"A",57.3188290867556,44.0922053045312,50.7055171956434
"18",2,1,1,2,2,99.187616450115,0.000101644782768494,0.45081491865463,0.368811984830998,-0.433194974653661,"A",52.3833444336236,14.1749264715899,33.2791354526068
"19",2,1,1,1,1,94.3658238558433,0.000112297613860243,1.55132050513553,0.386400737294636,-0.412962053574643,"A",54.3869651409614,39.1321204700118,46.7595428054866
"20",2,1,1,2,3,74.9341837956778,0.000178090206536333,3.96232957118307,0.445174848214577,-0.351469380703432,"A",57.748640358186,45.9742678112168,51.8614540847014
